priority_number,priority_date,application_number,provisional,n,priority_country,application_country,filing_order,duplicate_priority
FR201552180A 2015-03-17,2015-03-17,WO2016EP55719A 2016-03-16,FALSE,1,FR,WO,1,FALSE
WO2015IB51588A 2015-03-04,2015-03-04,WO2015IB51588A 2015-03-04,FALSE,1,WO,WO,1,FALSE
US14630576A 2015-02-24,2015-02-24,WO2016US15163A 2016-01-27,FALSE,2,US,WO,1,FALSE
US2015119420P 2015-02-23,2015-02-23,WO2016JP55128A 2016-02-23,TRUE,2,US,WO,1,FALSE
US2015119478P 2015-02-23,2015-02-23,WO2016JP55127A 2016-02-23,TRUE,6,US,WO,1,FALSE
IT2015RN6A 2015-02-19,2015-02-19,WO2016IB50830A 2016-02-17,FALSE,1,IT,WO,1,FALSE
FR2015470A 2015-03-12,2015-03-12,WO2016EP55404A 2016-03-14,FALSE,1,FR,WO,1,FALSE
IT2015UB404A 2015-02-27,2015-02-27,WO2016IB51058A 2016-02-26,FALSE,2,IT,WO,1,FALSE
US2015131586P 2015-03-11,2015-03-11,WO2016US21988A 2016-03-11,TRUE,4,US,WO,1,FALSE
JP201548400A 2015-03-11,2015-03-11,WO2016JP57273A 2016-03-09,FALSE,1,JP,WO,1,FALSE
JP201546084A 2015-03-09,2015-03-09,WO2016JP56413A 2016-03-02,FALSE,1,JP,WO,1,FALSE
JP201550025A 2015-03-12,2015-03-12,WO2016JP685A 2016-02-10,FALSE,1,JP,WO,1,FALSE
JP201550023A 2015-03-12,2015-03-12,WO2016JP684A 2016-02-10,FALSE,1,JP,WO,1,FALSE
JP201550022A 2015-03-12,2015-03-12,WO2016JP683A 2016-02-10,FALSE,1,JP,WO,1,FALSE
US2015130700P 2015-03-10,2015-03-10,WO2016CA50260A 2016-03-10,TRUE,2,US,WO,1,FALSE
WO2015US24072A 2015-04-02,2015-04-02,WO2015US24072A 2015-04-02,FALSE,1,WO,WO,1,FALSE
JP201572342A 2015-03-31,2015-03-31,WO2016JP60681A 2016-03-31,FALSE,2,JP,WO,1,FALSE
JP201573941A 2015-03-31,2015-03-31,WO2016JP59750A 2016-03-25,FALSE,2,JP,WO,1,FALSE
US2015140871P 2015-03-31,2015-03-31,WO2016JP58704A 2016-03-18,TRUE,2,US,WO,1,FALSE
US2015139806P 2015-03-30,2015-03-30,WO2016IB51661A 2016-03-23,TRUE,2,US,WO,1,FALSE
US2015126660P 2015-03-01,2015-03-01,WO2016US20125A 2016-02-29,TRUE,2,US,WO,1,FALSE
US2015129017P 2015-03-05,2015-03-05,WO2015KR13805A 2015-12-16,TRUE,2,US,WO,1,FALSE
US2015128486P 2015-03-04,2015-03-04,WO2015KR7812A 2015-07-27,TRUE,2,US,WO,1,FALSE
US2015128585P 2015-03-05,2015-03-05,WO2016IB51242A 2016-03-04,TRUE,2,US,WO,1,FALSE
AU2015900726A 2015-03-02,2015-03-02,WO2016AU50133A 2016-03-02,FALSE,1,AU,WO,1,FALSE
US2015120409P 2015-02-25,2015-02-25,WO2016CA50198A 2016-02-25,TRUE,2,US,WO,1,FALSE
NL2014310A 2015-02-18,2015-02-18,WO2016NL50115A 2016-02-18,FALSE,1,NL,WO,1,FALSE
US2015113644P 2015-02-09,2015-02-09,WO2016US17060A 2016-02-09,TRUE,2,US,WO,1,FALSE
WO2015US15850A 2015-02-13,2015-02-13,WO2015US15850A 2015-02-13,FALSE,1,WO,WO,1,FALSE
JP201526239A 2015-02-13,2015-02-13,WO2015JP82269A 2015-11-17,FALSE,1,JP,WO,1,FALSE
US2015120090P 2015-02-24,2015-02-24,WO2016US19113A 2016-02-23,TRUE,2,US,WO,1,FALSE
US2015126121P 2015-02-27,2015-02-27,WO2016KR1969A 2016-02-26,TRUE,3,US,WO,1,FALSE
KR201524942A 2015-02-23,2015-02-23,WO2016KR1422A 2016-02-12,FALSE,1,KR,WO,1,FALSE
KR201527304A 2015-02-26,2015-02-26,WO2015KR3768A 2015-04-15,FALSE,1,KR,WO,1,FALSE
IT2015PI15A 2015-02-27,2015-02-27,WO2016IB51082A 2016-02-26,FALSE,1,IT,WO,1,FALSE
US2015120902P 2015-02-26,2015-02-26,WO2015IB2589A 2015-12-08,TRUE,2,US,WO,1,FALSE
FR2015366A 2015-02-25,2015-02-25,WO2016EP54002A 2016-02-25,FALSE,1,FR,WO,1,FALSE
WO2015CO3A 2015-02-24,2015-02-24,WO2015CO3A 2015-02-24,FALSE,1,WO,WO,1,FALSE
US2015116569P 2015-02-16,2015-02-16,WO2015KR5178A 2015-05-22,TRUE,2,US,WO,1,FALSE
ES201530183A 2015-02-16,2015-02-16,WO2016IB50733A 2016-02-11,FALSE,1,ES,WO,1,FALSE
US2015119094P 2015-02-20,2015-02-20,WO2016IB259A 2016-02-21,TRUE,2,US,WO,1,FALSE
FR201551360A 2015-02-18,2015-02-18,WO2016FR50323A 2016-02-12,FALSE,1,FR,WO,1,FALSE
FR201551363A 2015-02-18,2015-02-18,WO2016EP53453A 2016-02-18,FALSE,1,FR,WO,1,FALSE
US2015116303P 2015-02-13,2015-02-13,WO2016US17882A 2016-02-12,TRUE,2,US,WO,1,FALSE
US2015140362P 2015-03-30,2015-03-30,WO2016US24799A 2016-03-29,TRUE,5,US,WO,1,FALSE
EP2015162087A 2015-03-31,2015-03-31,WO2015EP67850A 2015-08-03,FALSE,1,EP,WO,1,FALSE
ES201530436A 2015-03-31,2015-03-31,WO2016ES70187A 2016-03-18,FALSE,1,ES,WO,1,FALSE
JP201570270A 2015-03-30,2015-03-30,WO2016JP59253A 2016-03-23,FALSE,2,JP,WO,1,FALSE
US2015141275P 2015-04-01,2015-04-01,WO2016IL50349A 2016-03-31,TRUE,2,US,WO,1,FALSE
FR201552689A 2015-03-30,2015-03-30,WO2016EP56954A 2016-03-30,FALSE,1,FR,WO,1,FALSE
US2015142921P 2015-04-03,2015-04-03,WO2016US25877A 2016-04-04,TRUE,2,US,WO,1,FALSE
RU2015111086A 2015-03-27,2015-03-27,WO2016RU130A 2016-03-10,FALSE,1,RU,WO,1,FALSE
US2015142894P 2015-04-03,2015-04-03,WO2016IB51883A 2016-04-01,TRUE,2,US,WO,1,FALSE
EP2015153215A 2015-01-30,2015-01-30,WO2016EP51817A 2016-01-28,FALSE,5,EP,WO,1,FALSE
JP201524685A 2015-01-25,2015-01-25,WO2015JP75006A 2015-09-02,FALSE,2,JP,WO,1,FALSE
US2015103681P 2015-01-15,2015-01-15,WO2016IB50169A 2016-01-14,TRUE,4,US,WO,1,FALSE
WO2014US72531A 2014-12-29,2014-12-29,WO2014US72531A 2014-12-29,FALSE,1,WO,WO,1,FALSE
WO2014EP78449A 2014-12-18,2014-12-18,WO2014EP78449A 2014-12-18,FALSE,1,WO,WO,1,FALSE
SG2015100000764A 2015-01-30,2015-01-30,WO2016SG50045A 2016-01-29,FALSE,2,SG,WO,1,FALSE
US201499016P 2014-12-31,2014-12-31,WO2015US68342A 2015-12-31,TRUE,16,US,WO,1,FALSE
US201497546P 2014-12-29,2014-12-29,WO2015US67947A 2015-12-29,TRUE,7,US,WO,1,FALSE
FR201572A 2015-01-14,2015-01-14,WO2016EP50567A 2016-01-13,FALSE,1,FR,WO,1,FALSE
JP2014254285A 2014-12-16,2014-12-16,WO2015JP6270A 2015-12-16,FALSE,1,JP,WO,1,FALSE
HU201530A 2015-01-29,2015-01-29,WO2016HU5A 2016-01-20,FALSE,1,HU,WO,1,FALSE
FR201550591A 2015-01-27,2015-01-27,WO2015EP70883A 2015-09-11,FALSE,1,FR,WO,1,FALSE
US2015105643P 2015-01-20,2015-01-20,WO2016US14127A 2016-01-20,TRUE,2,US,WO,1,FALSE
JP20156782A 2015-01-16,2015-01-16,WO2016JP51078A 2016-01-15,FALSE,2,JP,WO,1,FALSE
CH201582A 2015-01-23,2015-01-23,WO2016IB50192A 2016-01-15,FALSE,1,CH,WO,1,FALSE
GB201423169A 2014-12-24,2014-12-24,WO2015GB54110A 2015-12-22,FALSE,1,GB,WO,1,FALSE
JP201521746A 2015-02-06,2015-02-06,WO2016JP52672A 2016-01-29,FALSE,3,JP,WO,1,FALSE
JP201519887A 2015-02-04,2015-02-04,WO2016JP568A 2016-02-03,FALSE,1,JP,WO,1,FALSE
GB20152012A 2015-02-06,2015-02-06,WO2016GB27A 2016-02-08,FALSE,2,GB,WO,1,FALSE
FR201550769A 2015-02-02,2015-02-02,WO2016FR50162A 2016-01-27,FALSE,1,FR,WO,1,FALSE
FR201550980A 2015-02-06,2015-02-06,WO2016EP52547A 2016-02-05,FALSE,1,FR,WO,1,FALSE
WO2015GB50106A 2015-01-19,2015-01-19,WO2015GB50106A 2015-01-19,FALSE,1,WO,WO,1,FALSE
FR201550540A 2015-01-23,2015-01-23,WO2016FR50144A 2016-01-25,FALSE,1,FR,WO,1,FALSE
FR201550505A 2015-01-22,2015-01-22,WO2016EP51350A 2016-01-22,FALSE,1,FR,WO,1,FALSE
FR201550488A 2015-01-21,2015-01-21,WO2016EP51146A 2016-01-20,FALSE,1,FR,WO,1,FALSE
US2015108518P 2015-01-27,2015-01-27,WO2016US14532A 2016-01-22,TRUE,4,US,WO,1,FALSE
WO2015JP52610A 2015-01-30,2015-01-30,WO2015JP52610A 2015-01-30,FALSE,1,WO,WO,1,FALSE
IT2015PI3A 2015-01-30,2015-01-30,WO2016IB50452A 2016-01-29,FALSE,1,IT,WO,1,FALSE
IT2015BO27A 2015-01-27,2015-01-27,WO2016IB50372A 2016-01-26,FALSE,1,IT,WO,1,FALSE
WO2015EP75944A 2015-11-06,2015-11-06,WO2015EP75944A 2015-11-06,FALSE,1,WO,WO,1,FALSE
GB2015723A 2015-01-16,2015-01-16,WO2016GB8A 2016-01-15,FALSE,1,GB,WO,1,FALSE
US201496785P 2014-12-24,2014-12-24,WO2015US410A 2015-12-23,TRUE,2,US,WO,1,FALSE
JP20159978A 2015-01-22,2015-01-22,WO2016JP51568A 2016-01-20,FALSE,1,JP,WO,1,FALSE
IT2015TO17A 2015-01-12,2015-01-12,WO2016IT4A 2016-01-07,FALSE,1,IT,WO,1,FALSE
KR20153354A 2015-01-09,2015-01-09,WO2016KR217A 2016-01-11,FALSE,1,KR,WO,1,FALSE
FR201526A 2015-01-08,2015-01-08,WO2016EP50322A 2016-01-08,FALSE,1,FR,WO,1,FALSE
FR201533A 2015-01-09,2015-01-09,WO2016EP50304A 2016-01-08,FALSE,1,FR,WO,1,FALSE
NL2014038A 2014-12-22,2014-12-22,WO2015NL50902A 2015-12-22,FALSE,1,NL,WO,1,FALSE
JP2014264610A 2014-12-26,2014-12-26,WO2015JP85763A 2015-12-22,FALSE,4,JP,WO,1,FALSE
IN2014CH6622A 2014-12-26,2014-12-26,WO2015IB59611A 2015-12-15,FALSE,1,IN,WO,1,FALSE
US201494038P 2014-12-18,2014-12-18,WO2015US66524A 2015-12-17,TRUE,2,US,WO,1,FALSE
KR2014180571A 2014-12-15,2014-12-15,WO2015KR12488A 2015-11-19,FALSE,1,KR,WO,1,FALSE
FR201462999A 2014-12-19,2014-12-19,WO2015FR53553A 2015-12-16,FALSE,1,FR,WO,1,FALSE
US201494037P 2014-12-18,2014-12-18,WO2015US66527A 2015-12-17,TRUE,2,US,WO,1,FALSE
WO2014CN92576A 2014-11-28,2014-11-28,WO2014CN92576A 2014-11-28,FALSE,1,WO,WO,1,FALSE
IL235867A 2014-11-23,2014-11-23,WO2015IL51127A 2015-11-23,FALSE,1,IL,WO,1,FALSE
JP2014220669A 2014-10-29,2014-10-29,WO2015JP76533A 2015-09-17,FALSE,1,JP,WO,1,FALSE
US14546301A 2014-11-18,2014-11-18,WO2015IB58411A 2015-10-30,FALSE,2,US,WO,1,FALSE
IL235692A 2014-11-13,2014-11-13,WO2015IL51084A 2015-11-10,FALSE,1,IL,WO,1,FALSE
US201478006P 2014-11-11,2014-11-11,WO2015IB58681A 2015-11-10,TRUE,7,US,WO,1,FALSE
US201446840P 2014-09-05,2014-09-05,WO2015US48708A 2015-09-04,TRUE,4,US,WO,1,FALSE
AU2014904575A 2014-11-14,2014-11-14,WO2015AU686A 2015-11-12,FALSE,1,AU,WO,1,FALSE
JP2014249719A 2014-12-10,2014-12-10,WO2015JP5869A 2015-11-26,FALSE,1,JP,WO,1,FALSE
GB201421817A 2014-12-08,2014-12-08,WO2015EP25097A 2015-12-08,FALSE,1,GB,WO,1,FALSE
AU2014905046A 2014-12-12,2014-12-12,WO2015AU50775A 2015-12-09,FALSE,1,AU,WO,1,FALSE
US201485247P 2014-11-27,2014-11-27,WO2015US60481A 2015-11-12,TRUE,2,US,WO,1,FALSE
KR2014179463A 2014-12-12,2014-12-12,WO2015KR13421A 2015-12-09,FALSE,2,KR,WO,1,FALSE
KR2014177607A 2014-12-10,2014-12-10,WO2015KR10519A 2015-10-05,FALSE,2,KR,WO,1,FALSE
KR2014171802A 2014-12-03,2014-12-03,WO2015KR12938A 2015-11-30,FALSE,1,KR,WO,1,FALSE
KR2014169435A 2014-12-01,2014-12-01,WO2015KR12936A 2015-11-30,FALSE,2,KR,WO,1,FALSE
KR2014172399A 2014-12-03,2014-12-03,WO2015KR11180A 2015-10-22,FALSE,2,KR,WO,1,FALSE
US201484885P 2014-11-26,2014-11-26,WO2015US62694A 2015-11-25,TRUE,2,US,WO,1,FALSE
WO2014CN92575A 2014-11-28,2014-11-28,WO2014CN92575A 2014-11-28,FALSE,1,WO,WO,1,FALSE
US20146027P 2014-05-30,2014-05-30,WO2015US33626A 2015-06-01,TRUE,2,US,WO,1,FALSE
ZA20148747A 2014-11-28,2014-11-28,WO2015ZA50022A 2015-11-09,FALSE,1,ZA,WO,1,FALSE
MA37006A 2014-05-08,2014-05-08,WO2014MA35A 2014-11-27,FALSE,2,MA,WO,1,FALSE
US201468738P 2014-10-26,2014-10-26,WO2015US57421A 2015-10-26,TRUE,8,US,WO,1,FALSE
HU2014558A 2014-11-26,2014-11-26,WO2015HU76A 2015-11-26,FALSE,1,HU,WO,1,FALSE
US201466802P 2014-10-21,2014-10-21,WO2015US56786A 2015-10-21,TRUE,6,US,WO,1,FALSE
US201425963P 2014-07-17,2014-07-17,WO2015US47251A 2015-08-27,TRUE,5,US,WO,1,FALSE
JP2014189172A 2014-09-17,2014-09-17,WO2015JP74165A 2015-08-27,FALSE,1,JP,WO,1,FALSE
BR10201422105A 2014-09-05,2014-09-05,WO2015BR50142A 2015-09-05,FALSE,1,BR,WO,1,FALSE
US201436083P 2014-08-11,2014-08-11,WO2015US44520A 2015-08-10,TRUE,2,US,WO,1,FALSE
US201450423P 2014-09-15,2014-09-15,WO2015US50153A 2015-09-15,TRUE,2,US,WO,1,FALSE
PL409428A 2014-09-09,2014-09-09,WO2014PL50055A 2014-09-10,FALSE,1,PL,WO,1,FALSE
AU2014903608A 2014-09-10,2014-09-10,WO2015AU553A 2015-09-08,FALSE,1,AU,WO,1,FALSE
FR201460268A 2014-10-24,2014-10-24,WO2015FR52881A 2015-10-26,FALSE,1,FR,WO,1,FALSE
US201466684P 2014-10-21,2014-10-21,WO2015US56495A 2015-10-20,TRUE,2,US,WO,1,FALSE
US201462888P 2014-10-12,2014-10-12,WO2015IL51012A 2015-10-11,TRUE,2,US,WO,1,FALSE
US201462699P 2014-10-10,2014-10-10,WO2015US55174A 2015-10-12,TRUE,7,US,WO,1,FALSE
US201459623P 2014-10-03,2014-10-03,WO2015CA51005A 2015-10-05,TRUE,2,US,WO,1,FALSE
GB201413205A 2014-07-25,2014-07-25,WO2015GB213A 2015-07-20,FALSE,1,GB,WO,1,FALSE
WO2014CN83484A 2014-07-31,2014-07-31,WO2014CN83484A 2014-07-31,FALSE,2,WO,WO,1,FALSE
US201423738P 2014-07-11,2014-07-11,WO2015US36088A 2015-06-16,TRUE,4,US,WO,1,FALSE
US2011185491A 2011-07-18,2011-07-18,WO2015IB53770A 2015-05-22,FALSE,5,US,WO,1,FALSE
ES201431195A 2014-08-05,2014-08-05,WO2015ES70578A 2015-07-27,FALSE,1,ES,WO,1,FALSE
US201421246P 2014-07-07,2014-07-07,WO2015IL50706A 2015-07-07,TRUE,2,US,WO,1,FALSE
FR20141876A 2014-08-19,2014-08-19,WO2015EP68524A 2015-08-12,FALSE,1,FR,WO,1,FALSE
WO2014FR183A 2014-08-07,2014-08-07,WO2015FR29A 2015-02-10,FALSE,1,WO,WO,1,FALSE
AU2014903153A 2014-08-12,2014-08-12,WO2015AU50457A 2015-08-12,FALSE,1,AU,WO,1,FALSE
KR201486048A 2014-07-09,2014-07-09,WO2015KR7107A 2015-07-09,FALSE,1,KR,WO,1,FALSE
FR20141792A 2014-08-05,2014-08-05,WO2015FR167A 2015-07-29,FALSE,1,FR,WO,1,FALSE
RO2014499A 2014-06-27,2014-06-27,WO2015RO15A 2015-06-15,FALSE,1,RO,WO,1,FALSE
WO2014US44187A 2014-06-25,2014-06-25,WO2014US44187A 2014-06-25,FALSE,1,WO,WO,1,FALSE
US201414394P 2014-06-19,2014-06-19,WO2015US36523A 2015-06-18,TRUE,2,US,WO,1,FALSE
GB20147903A 2014-05-05,2014-05-05,WO2015GB51271A 2015-05-01,FALSE,1,GB,WO,1,FALSE
IT2014RM83U 2014-05-23,2014-05-23,WO2015EP61482A 2015-05-23,FALSE,1,IT,WO,1,FALSE
US201410805P 2014-06-11,2014-06-11,WO2015US35353A 2015-06-11,TRUE,6,US,WO,1,FALSE
FR201455229A 2014-06-10,2014-06-10,WO2015EP62961A 2015-06-10,FALSE,1,FR,WO,1,FALSE
FR201455167A 2014-06-06,2014-06-06,WO2015EP62527A 2015-06-04,FALSE,1,FR,WO,1,FALSE
HU2014123U 2014-05-28,2014-05-28,WO2015HU50A 2015-05-27,FALSE,1,HU,WO,1,FALSE
KR20143524U 2014-05-02,2014-05-02,WO2014KR11894A 2014-12-05,FALSE,1,KR,WO,1,FALSE
US14268898A 2014-05-02,2014-05-02,WO2015US28600A 2015-04-30,FALSE,2,US,WO,1,FALSE
US2014977010P 2014-04-08,2014-04-08,WO2015US24722A 2015-04-07,TRUE,1,US,WO,1,FALSE
HU201483U 2014-04-04,2014-04-04,WO2014HU102A 2014-11-06,FALSE,1,HU,WO,1,FALSE
AU2014900962A 2014-03-19,2014-03-19,WO2015AU50119A 2015-03-19,FALSE,1,AU,WO,1,FALSE
EP2014157524A 2014-03-03,2014-03-03,WO2015EP54320A 2015-03-02,FALSE,1,EP,WO,1,FALSE
AU2014901049A 2014-03-24,2014-03-24,WO2015AU169A 2015-03-24,FALSE,1,AU,WO,1,FALSE
DE102014003417A 2014-03-13,2014-03-13,WO2015DE113A 2015-03-13,FALSE,1,DE,WO,1,FALSE
ES201430450A 2014-03-28,2014-03-28,WO2015ES40A 2015-03-26,FALSE,1,ES,WO,1,FALSE
FR201452849A 2014-04-01,2014-04-01,WO2015EP57148A 2015-04-01,FALSE,1,FR,WO,1,FALSE
WO2014US32488A 2014-04-01,2014-04-01,WO2014US32488A 2014-04-01,FALSE,1,WO,WO,1,FALSE
AU2014901040A 2014-03-24,2014-03-24,WO2015AU155A 2015-03-19,FALSE,2,AU,WO,1,FALSE
GR2014100048A 2014-01-29,2014-01-29,WO2015GR4A 2015-01-20,FALSE,1,GR,WO,1,FALSE
US2014933539P 2014-01-30,2014-01-30,WO2015US13627A 2015-01-30,TRUE,2,US,WO,1,FALSE
US14147093A 2014-01-03,2014-01-03,WO2015US10187A 2015-01-05,FALSE,2,US,WO,1,FALSE
US2014940610P 2014-02-17,2014-02-17,WO2015US13735A 2015-01-30,TRUE,15,US,WO,1,FALSE
US2013903353P 2013-11-12,2013-11-12,WO2014US65214A 2014-11-12,TRUE,7,US,WO,1,FALSE
WO2014IB481A 2014-04-01,2014-04-01,WO2014IB481A 2014-04-01,FALSE,1,WO,WO,1,FALSE
KR2013164277A 2013-12-26,2013-12-26,WO2014KR12804A 2014-12-24,FALSE,1,KR,WO,1,FALSE
FR201451448A 2014-02-24,2014-02-24,WO2015FR50359A 2015-02-13,FALSE,2,FR,WO,1,FALSE
FR201451372A 2014-02-20,2014-02-20,WO2015FR50396A 2015-02-18,FALSE,1,FR,WO,1,FALSE
NZ614915A 2014-01-30,2014-01-30,WO2015NZ7A 2015-01-29,FALSE,1,NZ,WO,1,FALSE
US2013903943P 2013-11-13,2013-11-13,WO2014US65479A 2014-11-13,TRUE,1,US,WO,1,FALSE
US2013867927P 2013-08-20,2013-08-20,WO2014US51948A 2014-08-20,TRUE,1,US,WO,1,FALSE
US14065415A 2013-10-28,2013-10-28,WO2014US62477A 2014-10-27,FALSE,13,US,WO,1,FALSE
JP2013256276A 2013-12-11,2013-12-11,WO2014JP6106A 2014-12-05,FALSE,1,JP,WO,1,FALSE
US2013829793P 2013-05-31,2013-05-31,WO2014US38806A 2014-05-20,TRUE,1,US,WO,1,FALSE
HU2013692A 2013-11-29,2013-11-29,WO2014HU114A 2014-11-26,FALSE,1,HU,WO,1,FALSE
WO2014IB551A 2014-04-14,2014-04-14,WO2014IB551A 2014-04-14,FALSE,1,WO,WO,1,FALSE
WO2013EP74249A 2013-11-20,2013-11-20,WO2013EP74249A 2013-11-20,FALSE,1,WO,WO,1,FALSE
IT2013TO971A 2013-11-29,2013-11-29,WO2014IT313A 2014-11-26,FALSE,1,IT,WO,1,FALSE
WO2014IB415A 2014-03-25,2014-03-25,WO2014IB415A 2014-03-25,FALSE,1,WO,WO,1,FALSE
WO2014IB417A 2014-03-25,2014-03-25,WO2014IB417A 2014-03-25,FALSE,1,WO,WO,1,FALSE
WO2014IB418A 2014-03-25,2014-03-25,WO2014IB418A 2014-03-25,FALSE,1,WO,WO,1,FALSE
DE102013111277A 2013-10-11,2013-10-11,WO2014AT50243A 2014-10-10,FALSE,1,DE,WO,1,FALSE
CH20131213A 2013-07-04,2013-07-04,WO2014CH89A 2014-06-27,FALSE,1,CH,WO,1,FALSE
WO2013TH41A 2013-08-23,2013-08-23,WO2013TH41A 2013-08-23,FALSE,1,WO,WO,1,FALSE
US2013860208P 2013-07-30,2013-07-30,WO2014US48726A 2014-07-29,TRUE,2,US,WO,1,FALSE
WO2013IT210A 2013-07-31,2013-07-31,WO2013IT210A 2013-07-31,FALSE,1,WO,WO,1,FALSE
US2013847036P 2013-07-16,2013-07-16,WO2014US46887A 2014-07-16,TRUE,2,US,WO,1,FALSE
US2013872638P 2013-08-31,2013-08-31,WO2014IL43A 2014-08-28,TRUE,2,US,WO,1,FALSE
DK201370421A 2013-08-01,2013-08-01,WO2014EP66190A 2014-07-28,FALSE,1,DK,WO,1,FALSE
US2013866282P 2013-08-15,2013-08-15,WO2014US51356A 2014-08-15,TRUE,1,US,WO,1,FALSE
WO2014IB416A 2014-03-25,2014-03-25,WO2014IB416A 2014-03-25,FALSE,1,WO,WO,1,FALSE
WO2014IB414A 2014-03-25,2014-03-25,WO2014IB414A 2014-03-25,FALSE,1,WO,WO,1,FALSE
US2013864041P 2013-08-09,2013-08-09,WO2014US49947A 2014-08-06,TRUE,1,US,WO,1,FALSE
BA20132985A 2013-07-30,2013-07-30,WO2014BA5A 2014-07-29,FALSE,1,BA,WO,1,FALSE
FR20131941A 2013-08-14,2013-08-14,WO2014FR184A 2014-08-13,FALSE,2,FR,WO,1,FALSE
US2013843949P 2013-07-09,2013-07-09,WO2014US45896A 2014-07-09,TRUE,1,US,WO,1,FALSE
WO2013SG260A 2013-06-24,2013-06-24,WO2013SG260A 2013-06-24,FALSE,1,WO,WO,1,FALSE
KR201370445A 2013-06-19,2013-06-19,WO2014KR5436A 2014-06-19,FALSE,1,KR,WO,1,FALSE
HU2013413A 2013-06-28,2013-06-28,WO2014HU54A 2014-06-26,FALSE,1,HU,WO,1,FALSE
GB20135438A 2013-03-26,2013-03-26,WO2014EP56086A 2014-03-26,FALSE,6,GB,WO,1,FALSE
CH2013948A 2013-05-13,2013-05-13,WO2014EP59667A 2014-05-12,FALSE,1,CH,WO,1,FALSE
IT2013TO485A 2013-06-13,2013-06-13,WO2014IT129A 2014-05-13,FALSE,1,IT,WO,1,FALSE
FR20131259A 2013-05-31,2013-05-31,WO2014FR117A 2014-05-26,FALSE,2,FR,WO,1,FALSE
GB20137770A 2013-04-30,2013-04-30,WO2014EP58767A 2014-04-29,FALSE,1,GB,WO,1,FALSE
MX20135081A 2013-05-03,2013-05-03,WO2014IB61140A 2014-05-01,FALSE,1,MX,WO,1,FALSE
FR2013912A 2013-04-18,2013-04-18,WO2014IB60103A 2014-03-24,FALSE,1,FR,WO,1,FALSE
FR201353513A 2013-04-18,2013-04-18,WO2014EP53873A 2014-02-27,FALSE,1,FR,WO,1,FALSE
FR201355156A 2013-06-05,2013-06-05,WO2014EP61301A 2014-06-02,FALSE,1,FR,WO,1,FALSE
US13841655A 2013-03-15,2013-03-15,WO2014US27822A 2014-03-14,FALSE,2,US,WO,1,FALSE
FR201352409A 2013-03-18,2013-03-18,WO2014EP55352A 2014-03-17,FALSE,1,FR,WO,1,FALSE
GB20137739A 2013-04-30,2013-04-30,WO2014EP58765A 2014-04-29,FALSE,1,GB,WO,1,FALSE
US2013809453P 2013-04-08,2013-04-08,WO2014US33383A 2014-04-08,TRUE,1,US,WO,1,FALSE
IT2013RM63U 2013-04-04,2013-04-04,WO2014IT95A 2014-04-03,FALSE,2,IT,WO,1,FALSE
US2013799595P 2013-03-15,2013-03-15,WO2014US29445A 2014-03-14,TRUE,3,US,WO,1,FALSE
US2013799275P 2013-03-15,2013-03-15,WO2014US28460A 2014-03-14,TRUE,1,US,WO,1,FALSE
US2013806438P 2013-03-29,2013-03-29,WO2014US32360A 2014-03-31,TRUE,1,US,WO,1,FALSE
US2012385606A 2012-02-03,2012-02-03,WO2014US25030A 2014-03-12,FALSE,9,US,WO,1,FALSE
US2013798577P 2013-03-15,2013-03-15,WO2014US24482A 2014-03-12,TRUE,1,US,WO,1,FALSE
FR201352410A 2013-03-18,2013-03-18,WO2014EP55353A 2014-03-17,FALSE,1,FR,WO,1,FALSE
FR201352408A 2013-03-18,2013-03-18,WO2014EP55351A 2014-03-17,FALSE,1,FR,WO,1,FALSE
FR201352411A 2013-03-18,2013-03-18,WO2014EP53872A 2014-02-27,FALSE,1,FR,WO,1,FALSE
WO2013IT62A 2013-03-01,2013-03-01,WO2013IT62A 2013-03-01,FALSE,1,WO,WO,1,FALSE
DZ2013100A 2013-02-17,2013-02-17,WO2014DZ2A 2014-02-06,FALSE,1,DZ,WO,1,FALSE
GB20131748A 2013-01-31,2013-01-31,WO2014EP51847A 2014-01-30,FALSE,1,GB,WO,1,FALSE
FR201351927A 2013-03-05,2013-03-05,WO2014FR50486A 2014-03-04,FALSE,1,FR,WO,1,FALSE
US2012403966A 2012-02-23,2012-02-23,WO2014US16206A 2014-02-13,FALSE,7,US,WO,1,FALSE
FR201350474A 2013-01-18,2013-01-18,WO2014EP50616A 2014-01-14,FALSE,1,FR,WO,1,FALSE
US2012730939P 2012-11-28,2012-11-28,WO2013US72417A 2013-11-27,TRUE,13,US,WO,1,FALSE
US2012736525P 2012-12-12,2012-12-12,WO2013CA1020A 2013-12-11,TRUE,1,US,WO,1,FALSE
DE102013000168A 2013-01-09,2013-01-09,WO2014EP50280A 2014-01-09,FALSE,1,DE,WO,1,FALSE
GB201339A 2013-01-03,2013-01-03,WO2013GB558A 2013-12-19,FALSE,1,GB,WO,1,FALSE
FR201261947A 2012-12-12,2012-12-12,WO2013FR52992A 2013-12-09,FALSE,1,FR,WO,1,FALSE
WO2012EP71496A 2012-10-30,2012-10-30,WO2012EP71496A 2012-10-30,FALSE,1,WO,WO,1,FALSE
US13647255A 2012-10-08,2012-10-08,WO2013US63690A 2013-10-07,FALSE,7,US,WO,1,FALSE
MY2012PI4396A 2012-10-02,2012-10-02,WO2013MY176A 2013-09-30,FALSE,1,MY,WO,1,FALSE
